id	path	key	kind	title	line1	line2
presets_group	Menu > System > Saves		group	Presets	Save, load, and manage configuration snapshots.	Use defaults for boot state and library for named variants.
default_save	System > Saves > Default > Save Default	action:default_save	action	Save Default	Stores current state as startup default payload.	Use with Auto Save when you want edits to persist automatically.
default_load	System > Saves > Default > Load Default	action:default_load	action	Load Default	Loads the saved default payload into current state.	Replaces current runtime settings immediately.
system_shutdown	System	action:system_shutdown	action	Shutdown	Shows the shutdown splash, then closes the simulator or powers off the Pi gracefully.	Requires confirmation before shutting down.
system_reboot	System	action:system_reboot	action	Reboot	Shows the shutdown splash, then reboots the Pi gracefully.	Requires confirmation before rebooting.
autosave_default	*	key:autoSaveDefault	bool	Auto Save Default	When enabled, config edits update default storage after a short cooldown so sweeps save only the latest settled value.	Turning this on and exiting the row saves the current config immediately.
rolling_backups	*	key:rollingBackups	bool	Backups	When enabled, config edits write rolling backup files at most every five minutes.	The host keeps the latest 20 backups and writes a recovery save during shutdown or reboot.
note_length	*	key:sound.noteLengthMs	number	Note Length	Default note duration when note_on has no explicit length.	Hold-mode notes may bypass duration and wait for note_off.
velocity_scale	*	key:sound.velocityScalePct	number	Velocity Scale	Scales velocity values globally after mapping.	Use to tame or boost overall dynamic output.
ui_group	Menu > System > UI		group	UI	Display and lighting behavior for the device/simulator UI.	These do not change musical generation.
controls_action	Menu > System > Basic Help	action:system.controlsHelp	action	Basic Help	Opens a quick reference for core hardware gestures.	Includes help, back, transport, Fn navigation, alternate aux binding, sample, and probability-map shortcuts.
ghost_cells	*	key:ghostCells	bool	Ghost Cells	Shows dim cells from inactive layers behind the active layer.	Off by default for clarity; active layer cells always take visual priority.
input_events_while_paused	*	key:inputEventsWhilePaused	bool	Events when paused	When On, grid presses continue to fire musical events even when transport is stopped or paused.	Disable to keep paused/stopped grid edits silent while algorithm evolution remains stopped.
dim_timer	*	key:dimTimerSeconds	number	Dim Timer	Sets idle timeout before non-OLED LEDs dim.	Set 0 to keep LEDs at configured brightness.
screen_sleep	*	key:screenSleepSeconds	number	OLED Sleep	Sets idle timeout before OLED sleep.	Set 0 to keep display always on.
display_bright	*	key:displayBrightness	number	OLED Bright	Sets OLED brightness level.	Higher values improve visibility at cost of brightness.
grid_bright	*	key:gridBrightness	number	Grid Bright	Sets grid LED brightness scaling.	Lower values are useful for dark environments.
button_bright	*	key:buttonBrightness	number	Button Bright	Sets NeoKey/button LED brightness scaling.	Helps match hardware feel to ambient light.
numeric_display	*	key:numericDisplayMode	enum	Number Style	Controls how bar-style numeric parameters are displayed.	Choose bar only, numbers only, or bar plus numbers.
aux_auto_map	*	key:auxAutoMapEnabled	bool	Auto Map	Enables context-sensitive aux mappings for the active menu row.	When off, only custom aux bindings are used and auto-map prefixes disappear.
pulses_x_axis_group	Menu > 2: Pulses > L*: * > X Axis		group	X Axis Modulation	Maps X position into pitch/velocity/filter modulation lanes.	Use offsets and ranges to reshape horizontal influence.
pulses_x_pitch_group	Menu > 2: Pulses > L*: * > X Axis > Pitch Steps		group	X Pitch Steps	Controls pitch stepping derived from X position.	Disable to remove X-axis pitch influence.
pulses_x_velocity_group	Menu > 2: Pulses > L*: * > X Axis > Velocity		group	X Velocity Lane	Maps X position to velocity output range.	Use this for left-right dynamic shaping.
pulses_x_cutoff_group	Menu > 2: Pulses > L*: * > X Axis > Filter Cutoff		group	X Cutoff Lane	Maps X position to CC74 cutoff modulation range.	Works when filter cutoff lane is enabled.
pulses_x_res_group	Menu > 2: Pulses > L*: * > X Axis > Filter Resonance		group	X Resonance Lane	Maps X position to CC71 resonance modulation range.	Use carefully to avoid excessive resonance peaks.
pulses_y_axis_group	Menu > 2: Pulses > L*: * > Y Axis		group	Y Axis Modulation	Maps Y position into pitch/velocity/filter modulation lanes.	Use alongside X axis for two-dimensional mapping.
pulses_y_pitch_group	Menu > 2: Pulses > L*: * > Y Axis > Pitch Steps		group	Y Pitch Steps	Controls pitch stepping derived from Y position.	Disable to remove Y-axis pitch influence.
pulses_y_velocity_group	Menu > 2: Pulses > L*: * > Y Axis > Velocity		group	Y Velocity Lane	Maps Y position to velocity output range.	Useful for top-bottom accent patterns.
pulses_y_cutoff_group	Menu > 2: Pulses > L*: * > Y Axis > Filter Cutoff		group	Y Cutoff Lane	Maps Y position to CC74 cutoff modulation range.	Combine with X lane for richer filter motion.
pulses_y_res_group	Menu > 2: Pulses > L*: * > Y Axis > Filter Resonance		group	Y Resonance Lane	Maps Y position to CC71 resonance modulation range.	Lower ranges are usually easier to control musically.
axis_pitch_enabled_x_part	*	key:layers.*.pulses.x.pitch.enabled	bool	X Pitch Enabled	Enables pitch stepping derived from X position.	Disable to remove horizontal pitch influence for this layer.
axis_pitch_steps_x_part	*	key:layers.*.pulses.x.pitch.steps	number	X Pitch Steps	Sets semitone-step influence per X grid step.	Larger values create wider horizontal intervals.
axis_pitch_restart_x_part	*	key:layers.*.pulses.x.pitch.restartEachSection	bool	Restart Section	When On, X pitch stepping restarts from the lane origin in each scan section.	Turn it Off to keep pitch indexing continuous across section boundaries.
axis_vel_enabled_x_part	*	key:layers.*.pulses.x.velocity.enabled	bool	X Velocity Enabled	Enables velocity modulation from X position.	Disable for fixed mapped velocity from the trigger target.
axis_cut_enabled_x_part	*	key:layers.*.pulses.x.filterCutoff.enabled	bool	X Cutoff Enabled	Enables cutoff CC modulation from X position.	Outputs CC74 when this lane is active.
axis_res_enabled_x_part	*	key:layers.*.pulses.x.filterResonance.enabled	bool	X Resonance Enabled	Enables resonance CC modulation from X position.	Outputs CC71 when this lane is active.
axis_pitch_enabled_y_part	*	key:layers.*.pulses.y.pitch.enabled	bool	Y Pitch Enabled	Enables pitch stepping derived from Y position.	Disable to remove vertical pitch influence for this layer.
axis_pitch_steps_y_part	*	key:layers.*.pulses.y.pitch.steps	number	Y Pitch Steps	Sets semitone-step influence per Y grid step.	Larger values create wider vertical intervals.
axis_pitch_restart_y_part	*	key:layers.*.pulses.y.pitch.restartEachSection	bool	Restart Section	When On, Y pitch stepping restarts from the lane origin in each scan section.	Turn it Off to keep pitch indexing continuous across section boundaries.
axis_vel_enabled_y_part	*	key:layers.*.pulses.y.velocity.enabled	bool	Y Velocity Enabled	Enables velocity modulation from Y position.	Disable for fixed mapped velocity from the trigger target.
axis_cut_enabled_y_part	*	key:layers.*.pulses.y.filterCutoff.enabled	bool	Y Cutoff Enabled	Enables cutoff CC modulation from Y position.	Outputs CC74 when this lane is active.
axis_res_enabled_y_part	*	key:layers.*.pulses.y.filterResonance.enabled	bool	Y Resonance Enabled	Enables resonance CC modulation from Y position.	Outputs CC71 when this lane is active.
tones_x_axis_group	Menu > 3: Tones > X Axis		group	Tones X Axis	Alternate X-axis modulation settings at Tones layer.	Use this when you want different mapping emphasis in Tones context.
tones_x_pitch_group	Menu > 3: Tones > X Axis > Pitch Steps		group	Tones X Pitch Steps	Controls X-based pitch stepping in Tones layer.	Can diverge from Pulses defaults for performance tuning.
tones_x_velocity_group	Menu > 3: Tones > X Axis > Velocity		group	Tones X Velocity Lane	Controls X-based velocity modulation in Tones layer.	Use to rebalance loudness response per performance profile.
tones_x_cutoff_group	Menu > 3: Tones > X Axis > Filter Cutoff		group	Tones X Cutoff Lane	Controls X-based cutoff modulation in Tones layer.	Affects generated CC74 values.
tones_x_res_group	Menu > 3: Tones > X Axis > Filter Resonance		group	Tones X Resonance Lane	Controls X-based resonance modulation in Tones layer.	Affects generated CC71 values.
tones_y_axis_group	Menu > 3: Tones > Y Axis		group	Tones Y Axis	Alternate Y-axis modulation settings at Tones layer.	Use for per-context modulation tuning.
tones_y_pitch_group	Menu > 3: Tones > Y Axis > Pitch Steps		group	Tones Y Pitch Steps	Controls Y-based pitch stepping in Tones layer.	Higher steps create larger vertical interval jumps.
tones_y_velocity_group	Menu > 3: Tones > Y Axis > Velocity		group	Tones Y Velocity Lane	Controls Y-based velocity modulation in Tones layer.	Use to weight top/bottom cell dynamics.
tones_y_cutoff_group	Menu > 3: Tones > Y Axis > Filter Cutoff		group	Tones Y Cutoff Lane	Controls Y-based cutoff modulation in Tones layer.	Affects generated CC74 values.
tones_y_res_group	Menu > 3: Tones > Y Axis > Filter Resonance		group	Tones Y Resonance Lane	Controls Y-based resonance modulation in Tones layer.	Affects generated CC71 values.
system_group	Menu > System		group	System	Global configuration area for presets, sound, MIDI, and UI.	Use this for environment and persistence behavior.
system_diagnostics_group	Menu > System > Diagnostics		group	Diagnostics	Hardware checks before the Pi runtime starts.	Use Hardware Test to verify boot config, pins, and DAC detection.
system_hardware_test	Menu > System > Diagnostics > Hardware Test	action:system_hardware_test	action	Hardware Test	Runs the Pi pre-hardware diagnostic checks.	Requires confirmation before running the guided test.
system_updates_group	Menu > System > Updates		group	Updates	Update status and OTA control actions.	Check is read-only; Apply and Rollback confirm first.
system_update_check	Menu > System > Updates > Check	action:system_update_check	action	Check	Checks whether an update is available.	This is a non-destructive status request.
system_update_apply	Menu > System > Updates > Apply	action:system_update_apply	action	Apply	Applies the staged update package.	Requires confirmation before changing the active release.
system_rollback	Menu > System > Updates > Rollback	action:system_rollback	action	Rollback	Restores the previous release.	Requires confirmation before switching versions.
presets_library_group	Menu > System > Saves > Library		group	Preset Library	Named save/load/rename/delete workflow for patch states.	Use Refresh if external files were changed.
save_as_group	Menu > System > Saves > Library > Save As		group	Save As	Creates a preset from the current runtime state.	Enter a name then run Save to write it.
load_group	Menu > System > Saves > Library > Load		group	Load Preset	Lists available presets to load into current state.	Loading replaces current runtime config.
rename_group	Menu > System > Saves > Library > Rename		group	Rename Preset	Select a preset then edit new name before applying.	Useful for versioning variants.
delete_group	Menu > System > Saves > Library > Delete		group	Delete Preset	Select a preset to delete from storage.	Deletion requires confirmation.
default_group_specific	Menu > System > Saves > Default		group	Default Preset	Controls boot/default payload save and load behavior.	Auto Save can keep default synced with edits.
factory_group	Menu > System > Saves > Factory		group	Factory Preset	Loads built-in factory baseline configuration.	Use this as a safe recovery starting point.
midi_group	Menu > System > MIDI		group	MIDI	Global MIDI routing, ports, and clock behavior.	Per-instrument MIDI enable/channel are in 3: Tones > Instruments.
midi_out_group	Menu > System > MIDI > MIDI Out		group	MIDI Output	Selects target output device for outgoing MIDI events.	Disconnect clears the selected output.
midi_in_group	Menu > System > MIDI > MIDI In		group	MIDI Input	Selects input device for incoming clock/start/stop.	Disconnect disables input source selection.
midi_sync_group	Menu > System > MIDI > Sync & Clock		group	Sync & Clock	Configures transport clock source and clock I/O behavior.	Set external mode to follow incoming MIDI clock.
life_spawn_count	*	key:behaviorConfig.life.randomCellsPerTick	number	Spawn Count	Sets how many random cells are injected per spawn event.	Higher values create denser, more chaotic growth bursts.
life_spawn_interval	*	key:behaviorConfig.life.randomTickInterval	number	Spawn Interval	Sets tick interval between automatic random spawn bursts.	Lower values spawn more frequently.
axis_pitch_enabled	*	key:x.pitch.enabled	bool	X Pitch Enabled	Enables pitch stepping derived from X position.	Disable to remove horizontal pitch influence.
axis_pitch_steps_x	*	key:x.pitch.steps	number	X Pitch Steps	Sets semitone-step influence per X grid step.	Larger values create wider horizontal intervals.
axis_vel_enabled_x	*	key:x.velocity.enabled	bool	X Velocity Enabled	Enables velocity modulation from X position.	Disable for fixed mapped velocity from trigger target.
axis_cut_enabled_x	*	key:x.filterCutoff.enabled	bool	X Cutoff Enabled	Enables cutoff CC modulation from X position.	Outputs CC74 when enabled.
axis_res_enabled_x	*	key:x.filterResonance.enabled	bool	X Resonance Enabled	Enables resonance CC modulation from X position.	Outputs CC71 when enabled.
axis_pitch_enabled_y	*	key:y.pitch.enabled	bool	Y Pitch Enabled	Enables pitch stepping derived from Y position.	Disable to remove vertical pitch influence.
axis_pitch_steps_y	*	key:y.pitch.steps	number	Y Pitch Steps	Sets semitone-step influence per Y grid step.	Larger values create wider vertical intervals.
axis_vel_enabled_y	*	key:y.velocity.enabled	bool	Y Velocity Enabled	Enables velocity modulation from Y position.	Disable for fixed mapped velocity from trigger target.
axis_cut_enabled_y	*	key:y.filterCutoff.enabled	bool	Y Cutoff Enabled	Enables cutoff CC modulation from Y position.	Outputs CC74 when enabled.
axis_res_enabled_y	*	key:y.filterResonance.enabled	bool	Y Resonance Enabled	Enables resonance CC modulation from Y position.	Outputs CC71 when enabled.
draft_name_field	*	key:system.draftName	text	Preset Name Field	Text field used for Save As and Rename preset flows.	Save/Apply actions consume this value as the target preset name.
preset_rename_apply	Menu > System > Saves > Library > Rename > Apply	action:preset_rename_apply	action	Apply Rename	Runs rename from selected preset to entered New Name.	Requires a valid selected source preset.
instrument_actions	Menu > 3: Tones > Instruments > Instrument * > Slot Actions		group	Instrument Actions	Rare destructive or copy actions for this instrument slot.	Clone or reset only after confirming the target action.
instrument_clone	Menu > 3: Tones > Instruments > Instrument * > Slot Actions > Clone	action:instrument_clone	action	Clone	Copies this instrument slot's configuration into another instrument slot.	Use this to duplicate a sound before making variations.
instrument_reset	Menu > 3: Tones > Instruments > Instrument * > Slot Actions > Reset	action:instrument_reset	action	Reset	Restores this instrument slot to its default state for the current type.	Useful when you want to clear experimental edits on one slot only.
instrument_auto_name	*	key:instruments.*.autoName	bool	Auto Label	When On, the instrument label follows its current type or generated label.	Turn it Off before typing a custom instrument label you want to keep.
instrument_name	*	key:instruments.*.name	text	Instrument Name	Sets the user-visible label for this instrument slot.	Shown in menus, routing targets, and overlays when Auto Label is off.
bus_auto_name	*	key:mixer.buses.*.autoName	bool	Auto Label	When On, the FX bus label follows its generated default label.	Turn it Off before typing a custom bus label you want to keep.
bus_name	*	key:mixer.buses.*.name	text	Bus Name	Sets the user-visible label for this FX bus.	Shown in routing menus and bus-related overlays when Auto Label is off.
velocity_curve	*	key:sound.velocityCurve	enum	Velocity Curve	Selects the global curve used to remap velocity response after scaling.	Use gentler curves for flatter dynamics or steeper curves for more accent contrast.
factory_load_action	Menu > System > Saves > Factory > Load Factory	action:factory_load	action	Load Factory	Loads built-in factory default configuration.	Use this to quickly recover a known baseline state.
synth_preset_group	Menu > 3: Tones > Instruments > Instrument * > Preset		group	Synth Preset	Preset tools for this instrument slot's synth parameters.	Use Load to replace the slot's synth block with a named preset.
synth_preset_load_group	Menu > 3: Tones > Instruments > Instrument * > Preset > Load		group	Load Synth Preset	Lists available synth presets for this instrument slot.	Selecting a preset asks for confirmation before overwriting synth settings.
synth_preset_load_action	Menu > 3: Tones > Instruments > Instrument * > Preset > Load > *	action:synth_preset_load	action	Load Synth Preset	Loads the chosen synth preset into this instrument slot.	A confirmation step protects against accidental overwrite.
inst_mixer_group	Menu > 3: Tones > Instruments > Instrument * > Mixer		group	Instrument Mixer	Sets this slot's audio level, route, and pan.	Mixer settings affect synth and sampler audio, not external MIDI notes.
inst_mixer_route	Menu > 3: Tones > Instruments > Instrument * > Mixer > Route	key:instruments.*.mixer.route	enum	Route	Sends this slot's synth or sampler audio direct or to one FX bus.	External MIDI notes bypass audio routing and FX.
inst_mixer_pan	Menu > 3: Tones > Instruments > Instrument * > Mixer > Pan Pos	key:instruments.*.mixer.panPos	number	Pan Position	Sets direct-output pan for this slot's audio.	0 is left, 16 center, 32 right; bus-routed audio uses the bus pan.
fx_buses_group	Menu > 3: Tones > FX Buses		group	FX Buses	Configures shared audio buses used by instrument routes.	Each bus runs Slot 1 then Slot 2, pans the result, and joins the main mix.
fx_bus_names_group	Menu > 3: Tones > FX Buses > Names		group	Bus Names	Sets auto-naming and custom name for each bus.	Auto name is computed from the assigned FX slot types; turning off auto lets you edit the name freely.
fx_bus_name_group	Menu > 3: Tones > FX Buses > Names > Bus *		group	Bus Name	Configures naming for this bus.	Auto Label on derives a label from FX slot types; Name lets you type any text when Auto is off.
fx_bus_wild	Menu > 3: Tones > FX Buses > B*: *		group	FX Bus	Builds one shared bus chain for any instruments routed to this bus.	Slot 1 feeds Slot 2, then Pan Pos places the bus in the stereo main mix.

fx_bus_slot1	Menu > 3: Tones > FX Buses > B*: * > Slot 1	key:mixer.buses.*.slot1	enum	FX Slot 1	First effect slot in the bus chain.	Default None means passthrough.
fx_bus_slot2	Menu > 3: Tones > FX Buses > B*: * > Slot 2	key:mixer.buses.*.slot2	enum	FX Slot 2	Second effect slot in the bus chain.	Default None means passthrough.
fx_bus_pan	Menu > 3: Tones > FX Buses > B*: * > Pan Pos	key:mixer.buses.*.panPos	number	FX Bus Pan Position	Sets where this bus output sits in the stereo mix.	0 is left, 16 center, 32 right.
fx_bus_slot1_group	Menu > 3: Tones > FX Buses > B*: * > Slot 1		group	FX Slot	Configures one effect slot in the bus chain.	Choose Type, then edit effect parameters below.
fx_bus_slot2_group	Menu > 3: Tones > FX Buses > B*: * > Slot 2		group	FX Slot	Configures one effect slot in the bus chain.	Choose Type, then edit effect parameters below.
fx_bus_slot1_type	Menu > 3: Tones > FX Buses > B*: * > Slot 1 > Type	key:mixer.buses.*.slot1.type	enum	Slot Type	Selects the first bus effect, or none for passthrough.	Choosing an effect initializes its editable parameter defaults.
fx_bus_slot2_type	Menu > 3: Tones > FX Buses > B*: * > Slot 2 > Type	key:mixer.buses.*.slot2.type	enum	Slot Type	Selects the second bus effect, or none for passthrough.	Choosing an effect initializes its editable parameter defaults.
fx_bus_slot1_duck_group	Menu > 3: Tones > FX Buses > B*: * > Slot 1 > duck		group	duck	Sidechain-style ducking effect.	Reduces this bus level when the selected source is loud.
fx_bus_slot2_duck_group	Menu > 3: Tones > FX Buses > B*: * > Slot 2 > duck		group	duck	Sidechain-style ducking effect.	Reduces this bus level when the selected source is loud.
fx_bus_slot1_duck_source	Menu > 3: Tones > FX Buses > B*: * > Slot 1 > duck > Source	key:mixer.buses.*.slot1.params.source	enum	duck Source	Selects which signal triggers ducking.	Options are I# (instrument) and B# (bus), capability-sized.
fx_bus_slot2_duck_source	Menu > 3: Tones > FX Buses > B*: * > Slot 2 > duck > Source	key:mixer.buses.*.slot2.params.source	enum	duck Source	Selects which signal triggers ducking.	Options are I# (instrument) and B# (bus), capability-sized.
fx_bus_slot1_compressor_group	Menu > 3: Tones > FX Buses > B*: * > Slot 1 > compressor		group	compressor	Dynamics processor that reduces gain when signal exceeds a threshold.	Adjust threshold, ratio, attack, release, makeup gain, and dry/wet mix.
fx_bus_slot2_compressor_group	Menu > 3: Tones > FX Buses > B*: * > Slot 2 > compressor		group	compressor	Dynamics processor that reduces gain when signal exceeds a threshold.	Adjust threshold, ratio, attack, release, makeup gain, and dry/wet mix.
fx_bus_slot1_eq_group	Menu > 3: Tones > FX Buses > B*: * > Slot 1 > eq		group	eq	Three-band equalizer with low shelf, peaking mid, and high shelf bands.	Boosts or cuts each band independently; gain range ±12 dB.
fx_bus_slot2_eq_group	Menu > 3: Tones > FX Buses > B*: * > Slot 2 > eq		group	eq	Three-band equalizer with low shelf, peaking mid, and high shelf bands.	Boosts or cuts each band independently; gain range ±12 dB.
global_fx_group	Menu > 3: Tones > Global FX		group	Global FX	Processes the full stereo main mix after instruments and FX buses are summed together.	These slots run before momentary Sparks FX and Master Vol, so they color the whole output.
global_fx_slot_group	Menu > 3: Tones > Global FX > Slot *		group	Global FX Slot	Configures one stereo master effect slot.	Choose Type, then edit the parameters shown below.
global_fx_slot_type	Menu > 3: Tones > Global FX > Slot * > Type	key:mixer.master.slots.*.type	enum	Slot Type	Options: none, vinyl, eq, compressor, saturator, distortion.	Selecting an effect initializes its editable parameter defaults; none is passthrough.
global_fx_slot_vinyl_group	Menu > 3: Tones > Global FX > Slot * > vinyl		group	vinyl	Lo-fi stereo master effect with warm saturation, crackle, and shared warp movement.	Designed as a lighter-weight master color effect for current Pi Zero targets.
global_fx_slot_compressor_group	Menu > 3: Tones > Global FX > Slot * > compressor		group	compressor	Stereo-linked dynamics processor for the summed main mix.	Threshold, ratio, attack, release, makeup gain, and dry/wet mix affect both channels together.
global_fx_slot_eq_group	Menu > 3: Tones > Global FX > Slot * > eq		group	eq	Stereo three-band equalizer for the summed main mix.	Use it for broad tonal shaping after instrument and bus routing.
global_fx_slot_saturator_group	Menu > 3: Tones > Global FX > Slot * > saturator		group	saturator	Soft-clipping saturation applied to the stereo main mix.	Useful for gentle density and warmth without adding extra routing.
global_fx_slot_distortion_group	Menu > 3: Tones > Global FX > Slot * > distortion		group	distortion	Harder clipping/shaping applied to the stereo main mix.	Use sparingly; aggressive settings can dominate the full output.
inst_mixer_volume	Menu > 3: Tones > Instruments > Instrument * > Mixer > Volume	key:instruments.*.mixer.volume	number	Mixer Volume	Sets the per-instrument post-voice fader from 0 to 100.	The Sparks mix page also controls this value from the grid.
sparks_section	Menu > 4: Sparks		group	Sparks	Performance grid layer for live mix, pan, FX, Trigger Gate, and X/Y Pad pages.	Hold Fn for navigation: left column selects layer; right column selects Sparks page. Release Fn to keep performing on the selected layer.
sparks_mix_group	Menu > 4: Sparks > Mix		group	Mix Page	Live grid page for per-layer mix gestures.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_pan_group	Menu > 4: Sparks > Pan		group	Pan Page	Live grid page for per-layer pan gestures.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_fx_group	Menu > 4: Sparks > FX		group	FX Page	Configures and performs momentary Sparks FX.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_trigger_gate_group	Menu > 4: Sparks > Trigger Gate		group	Trigger Gate Page	Live grid page for trigger probability gate controls.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_transpose_group	Menu > 4: Sparks > Transpose		group	Transpose Page	Live grid page for transient synth/MIDI note transposition.	Left column selects layers; piano cells choose semitone offsets.
sparks_xy_group	Menu > 4: Sparks > XY		group	XY Page	Live grid page for X/Y parameter modulation.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_page_mix	Menu > 4: Sparks > Mix	key:sparks.page.mix	group	Mix Page	Live grid page for per-layer mix gestures.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_page_pan	Menu > 4: Sparks > Pan	key:sparks.page.pan	group	Pan Page	Live grid page for per-layer pan gestures.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_page_fx	Menu > 4: Sparks > FX	key:sparks.page.fx	group	FX Page	Configures and performs momentary Sparks FX.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_page_trigger_gate	Menu > 4: Sparks > Trigger Gate	key:sparks.page.trigger-gate	group	Trigger Gate Page	Live grid page for trigger probability gate controls.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_page_transpose	Menu > 4: Sparks > Transpose	key:sparks.page.transpose	group	Transpose Page	Live grid page for transient synth/MIDI note transposition.	Left column selects layers; piano cells choose semitone offsets.
sparks_page_xy	Menu > 4: Sparks > XY	key:sparks.page.xy	group	XY Page	Live grid page for X/Y parameter modulation.	Fn navigation with the right grid column also selects Sparks pages for performance.
sparks_aux_map_group	Menu > 4: Sparks > FX > Aux Map		group	Aux Map	Shows the Sparks FX parameters and actions that are auto-mapped to aux controls.	Rows keep the same 1- and 1! OLED markers as live auto-mapped aux controls; values can be edited here, but mappings are not changed.
pulses_bpm	Menu > 2: Pulses > BPM	key:transport.bpm	number	BPM	Sets master tempo in beats per minute.	This is the main tempo control.
pulses_swing	Menu > 2: Pulses > Swing	key:transport.swingPct	number	Swing	Delays the off-beat internal step feel while keeping the main transport clock stable.	0% is straight timing. Higher values add more groove to internal triggers and scan movement.
sparks_fx_type	Menu > 4: Sparks > FX > FX Type	key:sparks.fx.type	enum	FX Type	Selects the momentary Sparks effect: none, stutter, freeze, filter sweep, or pitch shift.	Changing type seeds that effect's default parameters for grid mapping.
sparks_fx_rate	Menu > 4: Sparks > FX > Rate Hz	key:sparks.fx.params.rateHz	number	Rate Hz	Sets the captured segment repeat rate (1-32 Hz). Higher rate = shorter captured segment.	Stored per grid cell when Map to Grid is used.
sparks_fx_depth	Menu > 4: Sparks > FX > Depth	key:sparks.fx.params.depthPct	number	Depth	Sets stutter wet mix from 0 (dry) to 100 (fully wet repeat) for the config being mapped.	Stored per grid cell when Map to Grid is used.
sparks_fx_release_ms	Menu > 4: Sparks > FX > Release Ms	key:sparks.fx.params.releaseMs	number	Release Ms	Sets freeze release fade time in milliseconds (10-5000). Controls how long the reverb tail fades out after releasing the grid cell.	Stored per grid cell when Map to Grid is used.
sparks_fx_mix	Menu > 4: Sparks > FX > Mix	key:sparks.fx.params.mixPct	number	Mix	Sets wet mix from 0 to 100 for freeze or pitch_shift configs being mapped.	Stored per grid cell when Map to Grid is used.
sparks_fx_cutoff	Menu > 4: Sparks > FX > Cutoff	key:sparks.fx.params.cutoffPct	number	Cutoff	Sets filter_sweep target cutoff amount from 0 (higher cutoff) to 100 (lower cutoff). Sweeps from fully open on press toward this target.	Stored per grid cell when Map to Grid is used.
sparks_fx_res	Menu > 4: Sparks > FX > Res	key:sparks.fx.params.resonancePct	number	Res	Sets filter_sweep resonance amount from 0 to 100 for the config being mapped.	Stored per grid cell when Map to Grid is used.
sparks_fx_sweep_in	Menu > 4: Sparks > FX > Sweep In	key:sparks.fx.params.sweepInMs	number	Sweep In	Sets filter_sweep sweep-in time in milliseconds (10-3000). Duration to sweep from open filter toward the target cutoff on press.	Stored per grid cell when Map to Grid is used.
sparks_fx_sweep_out	Menu > 4: Sparks > FX > Sweep Out	key:sparks.fx.params.sweepOutMs	number	Sweep Out	Sets filter_sweep sweep-out time in milliseconds (10-3000). Duration to sweep from target back to fully open filter on release.	Stored per grid cell when Map to Grid is used.
sparks_fx_semitones	Menu > 4: Sparks > FX > Semitones	key:sparks.fx.params.semitones	number	Semitones	Sets pitch_shift semitone offset (-24..24) for the config being mapped. Combined with Cents for fine tuning.	Stored per grid cell when Map to Grid is used.
sparks_fx_cents	Menu > 4: Sparks > FX > Cents	key:sparks.fx.params.cents	number	Cents	Sets pitch_shift cents offset (-100..100) for fine detuning the config being mapped. Added to Semitones for the total shift.	Stored per grid cell when Map to Grid is used.
native_behavior_id	*	key:behaviorId	group	Behavior	Opens the behavior browser for this layer.	Choose a category, then choose a behavior. Selection updates only this layer's Worlds rows and keeps the saved behaviorId payload field.
native_behavior_id_legacy_enum	*	key:behaviorId	enum	Behavior	Selects the behavior engine for this layer.	Compatibility entry for older generated or fixture rows that still expose behavior as an enum.
native_algorithm_step	*	key:algorithmStep	enum	Step Rate	Sets how often this layer's behavior advances relative to transport timing.	Use faster rates for denser motion and slower rates for longer phrases.
native_behavior_spawn_count	*	key:behavior.randomCellsPerTick	number	Spawn Count	Sets how many cells or entities are injected by this behavior's spawn action.	Higher values make spawn actions denser and more disruptive.
native_behavior_spawn_interval	*	key:behavior.randomTickInterval	number	Spawn Interval	Sets the tick interval between automatic random spawn bursts.	Lower values spawn more frequently.
native_reset_behavior	*	action:reset_behavior	action	Reset Behavior	Reinitializes the selected layer's active behavior state.	Configuration stays in place while the live grid/runtime state is reset.
native_behavior_select	*	action:behavior_select	action	Select Behavior	Selects this behavior for the active layer.	The runtime switches behavior immediately through the native engine without a full menu rebuild.
native_navigate_back	*	action:navigate_back	action	Back	Returns to the parent browser level.	Use it like the hardware Back button when browsing synthetic folders.
native_param_bind	*	action:param_bind	action	Bind Parameter	Assigns this parameter to the selected modulation, XY, or aux target slot.	The target stores this concrete parameter key and value metadata.
native_param_clear	*	action:param_clear	action	Clear Binding	Clears the selected modulation, XY, or aux target binding.	The target slot becomes unassigned.
native_midi_enabled	*	key:midiEnabled	bool	MIDI Enabled	Turns MIDI integration on or off for the runtime.	When off, MIDI port selections and external event output are ignored.
native_midi_sync	*	key:midiSyncMode	enum	Sync Mode	Chooses whether transport follows internal timing or external MIDI clock.	External mode uses incoming realtime MIDI messages when Clock In is enabled.
native_state_notes	*	key:layers.*.pulses.stateNotesEnabled	bool	State Notes	Enables state-derived notes during transport ticks for this layer.	Turn it off to keep input events without continuous state playback.
