id	path	key	kind	title	line1	line2
sense_y_pitch_group	Menu > L2: Sense > Y Axis > Pitch Steps		group	Y Pitch Steps	Controls pitch stepping derived from Y position.	Disable to remove Y-axis pitch influence.
restart_section_y	*	key:parts.*.l2.y.pitch.restartEachSection	bool	Restart Section	Restarts Y pitch stepping inside each scan section.	Use with sectioned row scans for repeated motifs per lane.
sense_y_velocity_group	Menu > L2: Sense > Y Axis > Velocity		group	Y Velocity Lane	Maps Y position to velocity output range.	Useful for top-bottom accent patterns.
sense_y_cutoff_group	Menu > L2: Sense > Y Axis > Filter Cutoff		group	Y Cutoff Lane	Maps Y position to CC74 cutoff modulation range.	Combine with X lane for richer filter motion.
sense_y_res_group	Menu > L2: Sense > Y Axis > Filter Resonance		group	Y Resonance Lane	Maps Y position to CC71 resonance modulation range.	Lower ranges are usually easier to control musically.
voice_x_axis_group	Menu > L3: Voice > X Axis		group	Voice X Axis	Alternate X-axis modulation settings at Voice layer.	Use this when you want different mapping emphasis in Voice context.
voice_x_pitch_group	Menu > L3: Voice > X Axis > Pitch Steps		group	Voice X Pitch Steps	Controls X-based pitch stepping in Voice layer.	Can diverge from Sense defaults for performance tuning.
voice_x_velocity_group	Menu > L3: Voice > X Axis > Velocity		group	Voice X Velocity Lane	Controls X-based velocity modulation in Voice layer.	Use to rebalance loudness response per performance profile.
voice_x_cutoff_group	Menu > L3: Voice > X Axis > Filter Cutoff		group	Voice X Cutoff Lane	Controls X-based cutoff modulation in Voice layer.	Affects generated CC74 values.
voice_x_res_group	Menu > L3: Voice > X Axis > Filter Resonance		group	Voice X Resonance Lane	Controls X-based resonance modulation in Voice layer.	Affects generated CC71 values.
voice_y_axis_group	Menu > L3: Voice > Y Axis		group	Voice Y Axis	Alternate Y-axis modulation settings at Voice layer.	Use for per-context modulation tuning.
voice_y_pitch_group	Menu > L3: Voice > Y Axis > Pitch Steps		group	Voice Y Pitch Steps	Controls Y-based pitch stepping in Voice layer.	Higher steps create larger vertical interval jumps.
voice_y_velocity_group	Menu > L3: Voice > Y Axis > Velocity		group	Voice Y Velocity Lane	Controls Y-based velocity modulation in Voice layer.	Use to weight top/bottom cell dynamics.
voice_y_cutoff_group	Menu > L3: Voice > Y Axis > Filter Cutoff		group	Voice Y Cutoff Lane	Controls Y-based cutoff modulation in Voice layer.	Affects generated CC74 values.
voice_y_res_group	Menu > L3: Voice > Y Axis > Filter Resonance		group	Voice Y Resonance Lane	Controls Y-based resonance modulation in Voice layer.	Affects generated CC71 values.
system_group	Menu > System		group	System	Global configuration area for presets, sound, MIDI, and UI.	Use this for environment and persistence behavior.
presets_library_group	Menu > System > Presets > Library		group	Preset Library	Named save/load/rename/delete workflow for patch states.	Use Refresh if external files were changed.
save_as_group	Menu > System > Presets > Library > Save As		group	Save As	Creates a preset from the current runtime state.	Enter a name then run Save to write it.
load_group	Menu > System > Presets > Library > Load		group	Load Preset	Lists available presets to load into current state.	Loading replaces current runtime config.
rename_group	Menu > System > Presets > Library > Rename		group	Rename Preset	Select a preset then edit new name before applying.	Useful for versioning variants.
delete_group	Menu > System > Presets > Library > Delete		group	Delete Preset	Select a preset to delete from storage.	Deletion requires confirmation.
default_group_specific	Menu > System > Presets > Default		group	Default Preset	Controls boot/default payload save and load behavior.	Auto Save can keep default synced with edits.
factory_group	Menu > System > Presets > Factory		group	Factory Preset	Loads built-in factory baseline configuration.	Use this as a safe recovery starting point.
midi_group	Menu > System > MIDI		group	MIDI	Global MIDI routing, ports, and clock behavior.	Per-instrument MIDI enable/channel are in Voice > Instruments.
midi_out_group	Menu > System > MIDI > MIDI Out		group	MIDI Output	Selects target output device for outgoing MIDI events.	Disconnect clears the selected output.
midi_in_group	Menu > System > MIDI > MIDI In		group	MIDI Input	Selects input device for incoming clock/start/stop.	Disconnect disables input source selection.
midi_sync_group	Menu > System > MIDI > Sync & Clock		group	Sync & Clock	Configures transport clock source and clock I/O behavior.	Set external mode to follow incoming MIDI clock.
life_spawn_count	*	key:behaviorConfig.life.randomCellsPerTick	number	Spawn Count	Sets how many random cells are injected per spawn event.	Higher values create denser, more chaotic growth bursts.
life_spawn_interval	*	key:behaviorConfig.life.randomTickInterval	number	Spawn Interval	Sets tick interval between automatic random spawn bursts.	Lower values spawn more frequently.
axis_pitch_enabled	*	key:x.pitch.enabled	bool	X Pitch Enabled	Enables pitch stepping derived from X position.	Disable to remove horizontal pitch influence.
axis_pitch_steps_x	*	key:x.pitch.steps	number	X Pitch Steps	Sets semitone-step influence per X grid step.	Larger values create wider horizontal intervals.
axis_vel_enabled_x	*	key:x.velocity.enabled	bool	X Velocity Enabled	Enables velocity modulation from X position.	Disable for fixed mapped velocity from trigger target.
axis_cut_enabled_x	*	key:x.filterCutoff.enabled	bool	X Cutoff Enabled	Enables cutoff CC modulation from X position.	Outputs CC74 when enabled.
axis_res_enabled_x	*	key:x.filterResonance.enabled	bool	X Resonance Enabled	Enables resonance CC modulation from X position.	Outputs CC71 when enabled.
axis_pitch_enabled_y	*	key:y.pitch.enabled	bool	Y Pitch Enabled	Enables pitch stepping derived from Y position.	Disable to remove vertical pitch influence.
axis_pitch_steps_y	*	key:y.pitch.steps	number	Y Pitch Steps	Sets semitone-step influence per Y grid step.	Larger values create wider vertical intervals.
axis_vel_enabled_y	*	key:y.velocity.enabled	bool	Y Velocity Enabled	Enables velocity modulation from Y position.	Disable for fixed mapped velocity from trigger target.
axis_cut_enabled_y	*	key:y.filterCutoff.enabled	bool	Y Cutoff Enabled	Enables cutoff CC modulation from Y position.	Outputs CC74 when enabled.
axis_res_enabled_y	*	key:y.filterResonance.enabled	bool	Y Resonance Enabled	Enables resonance CC modulation from Y position.	Outputs CC71 when enabled.
draft_name_field	*	key:system.draftName	text	Preset Name Field	Text field used for Save As and Rename preset flows.	Save/Apply actions consume this value as the target preset name.
preset_rename_apply	Menu > System > Presets > Library > Rename > Apply	action:preset_rename_apply	action	Apply Rename	Runs rename from selected preset to entered New Name.	Requires a valid selected source preset.
factory_load_action	Menu > System > Presets > Factory > Load Fact. Default	action:factory_load	action	Load Factory Default	Loads built-in factory default configuration.	Use this to quickly recover a known baseline state.
synth_preset_group	Menu > L3: Voice > Instruments > Instrument * > Synth > Preset		group	Synth Preset	Preset tools for this instrument slot's synth parameters.	Use Load to replace the slot's synth block with a named preset.
synth_preset_load_group	Menu > L3: Voice > Instruments > Instrument * > Synth > Preset > Load		group	Load Synth Preset	Lists available synth presets for this instrument slot.	Selecting a preset asks for confirmation before overwriting synth settings.
synth_preset_load_action	Menu > L3: Voice > Instruments > Instrument * > Synth > Preset > Load > *	action:synth_preset_load	action	Load Synth Preset	Loads the chosen synth preset into this instrument slot.	A confirmation step protects against accidental overwrite.
inst_mixer_group	Menu > L3: Voice > Instruments > Instrument * > Mixer		group	Instrument Mixer	Sets this instrument output route and pan position.	Route to direct output or to one of the four FX buses.
inst_mixer_route	Menu > L3: Voice > Instruments > Instrument * > Mixer > Route	key:instruments.*.mixer.route	enum	Route	Options: direct, fx_bus_1, fx_bus_2, fx_bus_3, fx_bus_4.	Synth and sample audio follow this route; MIDI emits external events and is not processed by audio FX.
inst_mixer_pan	Menu > L3: Voice > Instruments > Instrument * > Mixer > Pan Pos	key:instruments.*.mixer.panPos	number	Pan Position	Sets quantized pan position for direct output sends.	0 is left, max is right, midpoint is centered.
fx_buses_group	Menu > L3: Voice > FX Buses		group	FX Buses	Configures four shared buses used by instrument bus routing.	Each bus has two effect slots and output pan.
fx_bus_names_group	Menu > L3: Voice > FX Buses > Names		group	Bus Names	Sets auto-naming and custom name for each bus.	Auto name is computed from the assigned FX slot types; turning off auto lets you edit the name freely.
fx_bus_name_group	Menu > L3: Voice > FX Buses > Names > Bus *		group	Bus Name	Configures naming for this bus.	Auto Name on derives a label from FX slot types; Name lets you type any text when Auto is off.
fx_bus_wild	Menu > L3: Voice > FX Buses > B*: *		group	FX Bus	Settings for this FX bus.	Use Slot 1 and Slot 2 to build a bus chain.
fx_bus_1	Menu > L3: Voice > FX Buses > Bus 1		group	FX Bus	Settings for this FX bus.	Use Slot 1 and Slot 2 to build a bus chain.
fx_bus_2	Menu > L3: Voice > FX Buses > Bus 2		group	FX Bus	Settings for this FX bus.	Use Slot 1 and Slot 2 to build a bus chain.
fx_bus_3	Menu > L3: Voice > FX Buses > Bus 3		group	FX Bus	Settings for this FX bus.	Use Slot 1 and Slot 2 to build a bus chain.
fx_bus_4	Menu > L3: Voice > FX Buses > Bus 4		group	FX Bus	Settings for this FX bus.	Use Slot 1 and Slot 2 to build a bus chain.
fx_bus_slot1	Menu > L3: Voice > FX Buses > Bus * > Slot 1	key:mixer.buses.*.slot1	enum	FX Slot 1	First effect slot in the bus chain.	Default None means passthrough.
fx_bus_slot2	Menu > L3: Voice > FX Buses > Bus * > Slot 2	key:mixer.buses.*.slot2	enum	FX Slot 2	Second effect slot in the bus chain.	Default None means passthrough.
fx_bus_pan	Menu > L3: Voice > FX Buses > Bus * > Pan Pos	key:mixer.buses.*.panPos	number	FX Bus Pan Position	Sets quantized output pan position for this bus.	0 is left, max is right, midpoint is centered.
fx_bus_slot1_group	Menu > L3: Voice > FX Buses > Bus * > Slot 1		group	FX Slot	Configures one effect slot in the bus chain.	Choose Type, then edit effect parameters below.
fx_bus_slot2_group	Menu > L3: Voice > FX Buses > Bus * > Slot 2		group	FX Slot	Configures one effect slot in the bus chain.	Choose Type, then edit effect parameters below.
fx_bus_slot1_type	Menu > L3: Voice > FX Buses > Bus * > Slot 1 > Type	key:mixer.buses.*.slot1.type	enum	Slot Type	Options: none, reverb, delay, tremolo, chorus, flanger, vibrato, auto_pan, filter_lfo, wah, eq, compressor, duck, saturator, distortion, bitcrusher, glitch.	Selecting an effect initializes its editable parameter defaults; none is passthrough.
fx_bus_slot2_type	Menu > L3: Voice > FX Buses > Bus * > Slot 2 > Type	key:mixer.buses.*.slot2.type	enum	Slot Type	Options: none, reverb, delay, tremolo, chorus, flanger, vibrato, auto_pan, filter_lfo, wah, eq, compressor, duck, saturator, distortion, bitcrusher, glitch.	Selecting an effect initializes its editable parameter defaults; none is passthrough.
fx_bus_slot1_duck_group	Menu > L3: Voice > FX Buses > Bus * > Slot 1 > duck		group	duck	Sidechain-style ducking effect.	Reduces this bus level when the selected source is loud.
fx_bus_slot2_duck_group	Menu > L3: Voice > FX Buses > Bus * > Slot 2 > duck		group	duck	Sidechain-style ducking effect.	Reduces this bus level when the selected source is loud.
fx_bus_slot1_duck_source	Menu > L3: Voice > FX Buses > Bus * > Slot 1 > duck > Source	key:mixer.buses.*.slot1.params.source	enum	duck Source	Selects which signal triggers ducking.	Options are I# (instrument) and B# (bus), capability-sized.
fx_bus_slot2_duck_source	Menu > L3: Voice > FX Buses > Bus * > Slot 2 > duck > Source	key:mixer.buses.*.slot2.params.source	enum	duck Source	Selects which signal triggers ducking.	Options are I# (instrument) and B# (bus), capability-sized.
fx_bus_slot1_compressor_group	Menu > L3: Voice > FX Buses > Bus * > Slot 1 > compressor		group	compressor	Dynamics processor that reduces gain when signal exceeds a threshold.	Adjust threshold, ratio, attack, release, makeup gain, and dry/wet mix.
fx_bus_slot2_compressor_group	Menu > L3: Voice > FX Buses > Bus * > Slot 2 > compressor		group	compressor	Dynamics processor that reduces gain when signal exceeds a threshold.	Adjust threshold, ratio, attack, release, makeup gain, and dry/wet mix.
fx_bus_slot1_eq_group	Menu > L3: Voice > FX Buses > Bus * > Slot 1 > eq		group	eq	Three-band equalizer with low shelf, peaking mid, and high shelf bands.	Boosts or cuts each band independently; gain range ±12 dB.
fx_bus_slot2_eq_group	Menu > L3: Voice > FX Buses > Bus * > Slot 2 > eq		group	eq	Three-band equalizer with low shelf, peaking mid, and high shelf bands.	Boosts or cuts each band independently; gain range ±12 dB.
inst_mixer_volume	Menu > L3: Voice > Instruments > Instrument * > Mixer > Volume	key:instruments.*.mixer.volume	number	Mixer Volume	Sets the per-instrument post-voice fader from 0 to 100.	The Touch mix page also controls this value from the grid.
touch_section	Menu > L4: Touch		group	Touch Layer	Performance grid layer for live mix, pan, and FX pages.	Fn plus the rightmost grid column selects Touch pages; Fn plus the leftmost column selects a part and exits Touch.
touch_page	Menu > L4: Touch > Touch Page	key:system.touchMode	enum	Touch Page	Options: none, mix, pan, fx. none returns the grid to the active behavior; mix edits instrument volume; pan edits pan position; fx triggers mapped momentary effects.	Fn plus rightmost rows select pages: row 0 mix, row 1 pan, row 2 fx.
touch_bpm	Menu > L4: Touch > BPM		number	BPM	Sets master tempo in beats per minute from the Touch layer.	This mirrors the Playback BPM setting for performance access.
touch_fx_section	Menu > L4: Touch > FX Page		group	FX Page	Configures momentary effects for the Touch FX grid page.	Select an effect type and parameters, then use Map to Grid and press a cell to store that config.
touch_fx_type	Menu > L4: Touch > FX Page > FX Type	key:touchFx.selected.fxType	enum	FX Type	Options: none, stutter, freeze, filter_sweep, pitch_shift. none clears mapped cells; stutter repeats/gates; freeze holds audio; filter_sweep moves cutoff and resonance; pitch_shift shifts pitch.	Changing the type seeds that effect's default parameters.
touch_fx_rate	Menu > L4: Touch > FX Page > Rate Hz	key:touchFx.selected.params.rateHz	number	Rate Hz	Sets stutter repeat rate in Hertz for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_depth	Menu > L4: Touch > FX Page > Depth	key:touchFx.selected.params.depthPct	number	Depth	Sets stutter depth from 0 to 100 for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_decay	Menu > L4: Touch > FX Page > Decay	key:touchFx.selected.params.decayMs	number	Decay	Sets freeze decay time in milliseconds for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_mix	Menu > L4: Touch > FX Page > Mix	key:touchFx.selected.params.mixPct	number	Mix	Sets wet mix from 0 to 100 for freeze or pitch_shift configs being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_cutoff	Menu > L4: Touch > FX Page > Cutoff	key:touchFx.selected.params.cutoffPct	number	Cutoff	Sets filter_sweep cutoff amount from 0 to 100 for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_res	Menu > L4: Touch > FX Page > Res	key:touchFx.selected.params.resonancePct	number	Res	Sets filter_sweep resonance amount from 0 to 100 for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_semitones	Menu > L4: Touch > FX Page > Semitones	key:touchFx.selected.params.semitones	number	Semitones	Sets pitch_shift offset in semitones for the config being mapped.	Stored per grid cell when Map to Grid is used.
touch_fx_map	Menu > L4: Touch > FX Page > Map to Grid		action	Map to Grid	Enters FX assignment mode using the current effect type and parameter values.	Press a grid cell to store the config on that cell; press Back to exit assignment mode. Momentary FX concurrency is fixed by platform capability at 4.
